Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"MK","Macro Indicators","114","Kenya","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","1912.6233","X","International reliable sources",""
"MK","Macro Indicators","114","Kenya","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","9.057436","Fc","Calculated data",""
"MK","Macro Indicators","114","Kenya","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","6.606768","Fc","Calculated data",""
"MK","Macro Indicators","114","Kenya","6110","Value US$","22011","Gross National Income","2019","2019","millions","98944.881175","X","International reliable sources",""
"MK","Macro Indicators","114","Kenya","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","1882.01263","X","International reliable sources",""
"MK","Macro Indicators","114","Kenya","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","8.956819","Fc","Calculated data",""
"MK","Macro Indicators","114","Kenya","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","6.508413","Fc","Calculated data",""
"MK","Macro Indicators","83","Kiribati","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","177.934614","X","International reliable sources",""
"MK","Macro Indicators","83","Kiribati","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","1512.972242","X","International reliable sources",""
"MK","Macro Indicators","83","Kiribati","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","-9.323037","Fc","Calculated data",""
"MK","Macro Indicators","83","Kiribati","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","-10.679267","Fc","Calculated data",""
"MK","Macro Indicators","83","Kiribati","6110","Value US$","22011","Gross National Income","2019","2019","millions","372.871864","X","International reliable sources",""
"MK","Macro Indicators","83","Kiribati","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","3170.517357","X","International reliable sources",""
"MK","Macro Indicators","83","Kiribati","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","1.728459","Fc","Calculated data",""
"MK","Macro Indicators","83","Kiribati","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","0.206935","Fc","Calculated data",""
"MK","Macro Indicators","118","Kuwait","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","136191.632701","X","International reliable sources",""
"MK","Macro Indicators","118","Kuwait","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","32371.986172","X","International reliable sources",""
"MK","Macro Indicators","118","Kuwait","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","-1.454915","Fc","Calculated data",""
"MK","Macro Indicators","118","Kuwait","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","-3.089204","Fc","Calculated data",""
"MK","Macro Indicators","118","Kuwait","6110","Value US$","22011","Gross National Income","2019","2019","millions","142642.192626","X","International reliable sources",""
"MK","Macro Indicators","118","Kuwait","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","33905.248037","X","International reliable sources",""
"MK","Macro Indicators","118","Kuwait","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","-1.943329","Fc","Calculated data",""
"MK","Macro Indicators","118","Kuwait","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","-3.569518","Fc","Calculated data",""
"MK","Macro Indicators","113","Kyrgyzstan","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","8871.019823","X","International reliable sources",""
"MK","Macro Indicators","113","Kyrgyzstan","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","1382.672572","X","International reliable sources",""
"MK","Macro Indicators","113","Kyrgyzstan","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","7.253124","Fc","Calculated data",""
"MK","Macro Indicators","113","Kyrgyzstan","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","5.383841","Fc","Calculated data",""
"MK","Macro Indicators","113","Kyrgyzstan","6110","Value US$","22011","Gross National Income","2019","2019","millions","8091.611494","X","International reliable sources",""
"MK","Macro Indicators","113","Kyrgyzstan","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","1261.190878","X","International reliable sources",""
"MK","Macro Indicators","113","Kyrgyzstan","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","0.893216","Fc","Calculated data",""
"MK","Macro Indicators","113","Kyrgyzstan","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","-0.865222","Fc","Calculated data",""
"MK","Macro Indicators","120","Lao People's Democratic Republic","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","18740.561512","X","International reliable sources",""
"MK","Macro Indicators","120","Lao People's Democratic Republic","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","2613.945064","X","International reliable sources",""
"MK","Macro Indicators","120","Lao People's Democratic Republic","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","3.301225","Fc","Calculated data",""
"MK","Macro Indicators","120","Lao People's Democratic Republic","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","1.745854","Fc","Calculated data",""
"MK","Macro Indicators","120","Lao People's Democratic Republic","6110","Value US$","22011","Gross National Income","2019","2019","millions","17866.042715","X","International reliable sources",""
"MK","Macro Indicators","120","Lao People's Democratic Republic","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","2491.966644","X","International reliable sources",""
"MK","Macro Indicators","120","Lao People's Democratic Republic","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","3.301225","Fc","Calculated data",""
"MK","Macro Indicators","120","Lao People's Democratic Republic","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","1.745854","Fc","Calculated data",""
"MK","Macro Indicators","119","Latvia","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","34308.783825","X","International reliable sources",""
"MK","Macro Indicators","119","Latvia","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","17993.397026","X","International reliable sources",""
"MK","Macro Indicators","119","Latvia","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","-0.349239","Fc","Calculated data",""
"MK","Macro Indicators","119","Latvia","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","0.785689","Fc","Calculated data",""
"MK","Macro Indicators","119","Latvia","6110","Value US$","22011","Gross National Income","2019","2019","millions","33795.644697","X","International reliable sources",""
"MK","Macro Indicators","119","Latvia","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","17724.278886","X","International reliable sources",""
"MK","Macro Indicators","119","Latvia","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","-0.221893","Fc","Calculated data",""
"MK","Macro Indicators","119","Latvia","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","0.914485","Fc","Calculated data",""
"MK","Macro Indicators","121","Lebanon","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","53556.297821","X","International reliable sources",""
"MK","Macro Indicators","121","Lebanon","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","7811.922381","X","International reliable sources",""
"MK","Macro Indicators","121","Lebanon","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","-3.111395","Fc","Calculated data",""
"MK","Macro Indicators","121","Lebanon","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","-3.059176","Fc","Calculated data",""
"MK","Macro Indicators","121","Lebanon","6110","Value US$","22011","Gross National Income","2019","2019","millions","52285.055661","X","International reliable sources",""
"MK","Macro Indicators","121","Lebanon","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","7626.494234","X","International reliable sources",""
"MK","Macro Indicators","121","Lebanon","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","-3.472772","Fc","Calculated data",""
"MK","Macro Indicators","121","Lebanon","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","-3.420747","Fc","Calculated data",""
"MK","Macro Indicators","122","Lesotho","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","2453.706774","X","International reliable sources",""
"MK","Macro Indicators","122","Lesotho","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","1154.539933","X","International reliable sources",""
"MK","Macro Indicators","122","Lesotho","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","-2.352297","Fc","Calculated data",""
"MK","Macro Indicators","122","Lesotho","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","-3.130623","Fc","Calculated data",""
"MK","Macro Indicators","122","Lesotho","6110","Value US$","22011","Gross National Income","2019","2019","millions","2775.748515","X","International reliable sources",""
"MK","Macro Indicators","122","Lesotho","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","1306.069877","X","International reliable sources",""
"MK","Macro Indicators","122","Lesotho","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","-3.020237","Fc","Calculated data",""
"MK","Macro Indicators","122","Lesotho","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","-3.793239","Fc","Calculated data",""
"MK","Macro Indicators","123","Liberia","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","2582.242493","X","International reliable sources",""
"MK","Macro Indicators","123","Liberia","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","522.999168","X","International reliable sources",""
"MK","Macro Indicators","123","Liberia","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","-5.927754","Fc","Calculated data",""
"MK","Macro Indicators","123","Liberia","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","-8.18366","Fc","Calculated data",""
"MK","Macro Indicators","123","Liberia","6110","Value US$","22011","Gross National Income","2019","2019","millions","2285.438826","X","International reliable sources",""
"MK","Macro Indicators","123","Liberia","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","462.885499","X","International reliable sources",""
"MK","Macro Indicators","123","Liberia","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","-3.870113","Fc","Calculated data",""
"MK","Macro Indicators","123","Liberia","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","-6.175362","Fc","Calculated data",""
"MK","Macro Indicators","124","Libya","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","59830.238583","X","International reliable sources",""
"MK","Macro Indicators","124","Libya","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","8827.836565","X","International reliable sources",""
"MK","Macro Indicators","124","Libya","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","-21.514672","Fc","Calculated data",""
"MK","Macro Indicators","124","Libya","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","-22.659889","Fc","Calculated data",""
"MK","Macro Indicators","124","Libya","6110","Value US$","22011","Gross National Income","2019","2019","millions","60893.479109","X","International reliable sources",""
"MK","Macro Indicators","124","Libya","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","8984.715658","X","International reliable sources",""
"MK","Macro Indicators","124","Libya","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","-21.482842","Fc","Calculated data",""
"MK","Macro Indicators","124","Libya","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","-22.628523","Fc","Calculated data",""
"MK","Macro Indicators","125","Liechtenstein","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","6684.164863","X","International reliable sources",""
"MK","Macro Indicators","125","Liechtenstein","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","175811.169745","X","International reliable sources",""
"MK","Macro Indicators","125","Liechtenstein","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","-2.267742","Fc","Calculated data",""
"MK","Macro Indicators","125","Liechtenstein","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","-2.547939","Fc","Calculated data",""
"MK","Macro Indicators","125","Liechtenstein","6110","Value US$","22011","Gross National Income","2019","2019","millions","7047.479945","X","International reliable sources",""
"MK","Macro Indicators","125","Liechtenstein","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","185367.314896","X","International reliable sources",""
"MK","Macro Indicators","125","Liechtenstein","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","-0.101279","Fc","Calculated data",""
"MK","Macro Indicators","125","Liechtenstein","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","-0.387687","Fc","Calculated data",""
"MK","Macro Indicators","126","Lithuania","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","54697.379017","X","International reliable sources",""
"MK","Macro Indicators","126","Lithuania","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","19820.569598","X","International reliable sources",""
"MK","Macro Indicators","126","Lithuania","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","1.760839","Fc","Calculated data",""
"MK","Macro Indicators","126","Lithuania","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","3.296197","Fc","Calculated data",""
"MK","Macro Indicators","126","Lithuania","6110","Value US$","22011","Gross National Income","2019","2019","millions","52790.650851","X","International reliable sources",""
"MK","Macro Indicators","126","Lithuania","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","19129.632682","X","International reliable sources",""
"MK","Macro Indicators","126","Lithuania","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","1.356735","Fc","Calculated data",""
"MK","Macro Indicators","126","Lithuania","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","2.885996","Fc","Calculated data",""
"MK","Macro Indicators","256","Luxembourg","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","70195.715496","X","International reliable sources",""
"MK","Macro Indicators","256","Luxembourg","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","114004.238058","X","International reliable sources",""
"MK","Macro Indicators","256","Luxembourg","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","-1.528097","Fc","Calculated data",""
"MK","Macro Indicators","256","Luxembourg","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","-3.364702","Fc","Calculated data",""
"MK","Macro Indicators","256","Luxembourg","6110","Value US$","22011","Gross National Income","2019","2019","millions","45471.075814","X","International reliable sources",""
"MK","Macro Indicators","256","Luxembourg","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","73849.170356","X","International reliable sources",""
"MK","Macro Indicators","256","Luxembourg","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","0.648439","Fc","Calculated data",""
"MK","Macro Indicators","256","Luxembourg","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","-1.228762","Fc","Calculated data",""
"MK","Macro Indicators","129","Madagascar","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","14104.664678","X","International reliable sources",""
"MK","Macro Indicators","129","Madagascar","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","522.989511","X","International reliable sources",""
"MK","Macro Indicators","129","Madagascar","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","2.504583","Fc","Calculated data",""
"MK","Macro Indicators","129","Madagascar","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","-0.182551","Fc","Calculated data",""
"MK","Macro Indicators","129","Madagascar","6110","Value US$","22011","Gross National Income","2019","2019","millions","13586.639775","X","International reliable sources",""
"MK","Macro Indicators","129","Madagascar","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","503.781568","X","International reliable sources",""
"MK","Macro Indicators","129","Madagascar","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","2.134645","Fc","Calculated data",""
"MK","Macro Indicators","129","Madagascar","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","-0.542791","Fc","Calculated data",""
"MK","Macro Indicators","130","Malawi","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","11146.123699","X","International reliable sources",""
"MK","Macro Indicators","130","Malawi","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","598.329222","X","International reliable sources",""
"MK","Macro Indicators","130","Malawi","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","12.848591","Fc","Calculated data",""
"MK","Macro Indicators","130","Malawi","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","9.907364","Fc","Calculated data",""
"MK","Macro Indicators","130","Malawi","6110","Value US$","22011","Gross National Income","2019","2019","millions","10959.660301","X","International reliable sources",""
"MK","Macro Indicators","130","Malawi","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","588.319778","X","International reliable sources",""
"MK","Macro Indicators","130","Malawi","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","12.875845","Fc","Calculated data",""
"MK","Macro Indicators","130","Malawi","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","9.933907","Fc","Calculated data",""
"MK","Macro Indicators","131","Malaysia","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","364684.031843","X","International reliable sources",""
"MK","Macro Indicators","131","Malaysia","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","11414.290367","X","International reliable sources",""
"MK","Macro Indicators","131","Malaysia","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","1.664747","Fc","Calculated data",""
"MK","Macro Indicators","131","Malaysia","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","0.32275","Fc","Calculated data",""
"MK","Macro Indicators","131","Malaysia","6110","Value US$","22011","Gross National Income","2019","2019","millions","354963.487682","X","International reliable sources",""
"MK","Macro Indicators","131","Malaysia","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","11110.04586","X","International reliable sources",""
"MK","Macro Indicators","131","Malaysia","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","2.136023","Fc","Calculated data",""
"MK","Macro Indicators","131","Malaysia","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","0.787805","Fc","Calculated data",""
"MK","Macro Indicators","132","Maldives","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","5607.747339","X","International reliable sources",""
"MK","Macro Indicators","132","Maldives","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","10561.664288","X","International reliable sources",""
"MK","Macro Indicators","132","Maldives","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","5.787422","Fc","Calculated data",""
"MK","Macro Indicators","132","Maldives","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","2.747608","Fc","Calculated data",""
"MK","Macro Indicators","132","Maldives","6110","Value US$","22011","Gross National Income","2019","2019","millions","5051.011","X","International reliable sources",""
"MK","Macro Indicators","132","Maldives","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","9513.103796","X","International reliable sources",""
"MK","Macro Indicators","132","Maldives","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","5.050976","Fc","Calculated data",""
"MK","Macro Indicators","132","Maldives","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","2.032323","Fc","Calculated data",""
"MK","Macro Indicators","133","Mali","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","17281.795532","X","International reliable sources",""
"MK","Macro Indicators","133","Mali","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","879.12139","X","International reliable sources",""
"MK","Macro Indicators","133","Mali","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","1.235602","Fc","Calculated data",""
"MK","Macro Indicators","133","Mali","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","-1.752754","Fc","Calculated data",""
"MK","Macro Indicators","133","Mali","6110","Value US$","22011","Gross National Income","2019","2019","millions","16670.693325","X","International reliable sources",""
"MK","Macro Indicators","133","Mali","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","848.034746","X","International reliable sources",""
"MK","Macro Indicators","133","Mali","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","0.66398","Fc","Calculated data",""
"MK","Macro Indicators","133","Mali","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","-2.307503","Fc","Calculated data",""
"MK","Macro Indicators","134","Malta","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","15725.930124","X","International reliable sources",""
"MK","Macro Indicators","134","Malta","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","35710.558628","X","International reliable sources",""
"MK","Macro Indicators","134","Malta","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","2.593977","Fc","Calculated data",""
"MK","Macro Indicators","134","Malta","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","2.332117","Fc","Calculated data",""
"MK","Macro Indicators","134","Malta","6110","Value US$","22011","Gross National Income","2019","2019","millions","14566.602322","X","International reliable sources",""
"MK","Macro Indicators","134","Malta","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","33077.948465","X","International reliable sources",""
"MK","Macro Indicators","134","Malta","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","2.506446","Fc","Calculated data",""
"MK","Macro Indicators","134","Malta","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","2.24481","Fc","Calculated data",""
"MK","Macro Indicators","127","Marshall Islands","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","239.64151","X","International reliable sources",""
"MK","Macro Indicators","127","Marshall Islands","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","4076.159786","X","International reliable sources",""
"MK","Macro Indicators","127","Marshall Islands","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","8.046764","Fc","Calculated data",""
"MK","Macro Indicators","127","Marshall Islands","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","7.352071","Fc","Calculated data",""
"MK","Macro Indicators","127","Marshall Islands","6110","Value US$","22011","Gross National Income","2019","2019","millions","294.981033","X","International reliable sources",""
"MK","Macro Indicators","127","Marshall Islands","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","5017.452212","X","International reliable sources",""
"MK","Macro Indicators","127","Marshall Islands","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","4.405196","Fc","Calculated data",""
"MK","Macro Indicators","127","Marshall Islands","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","3.733917","Fc","Calculated data",""
"MK","Macro Indicators","136","Mauritania","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","7889.655285","X","International reliable sources",""
"MK","Macro Indicators","136","Mauritania","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","1743.302088","X","International reliable sources",""
"MK","Macro Indicators","136","Mauritania","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","7.30526","Fc","Calculated data",""
"MK","Macro Indicators","136","Mauritania","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","4.403532","Fc","Calculated data",""
"MK","Macro Indicators","136","Mauritania","6110","Value US$","22011","Gross National Income","2019","2019","millions","7789.769303","X","International reliable sources",""
"MK","Macro Indicators","136","Mauritania","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","1721.231232","X","International reliable sources",""
"MK","Macro Indicators","136","Mauritania","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","6.527948","Fc","Calculated data",""
"MK","Macro Indicators","136","Mauritania","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","3.64724","Fc","Calculated data",""
"MK","Macro Indicators","137","Mauritius","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","14045.808217","X","International reliable sources",""
"MK","Macro Indicators","137","Mauritius","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","11062.58346","X","International reliable sources",""
"MK","Macro Indicators","137","Mauritius","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","-0.959827","Fc","Calculated data",""
"MK","Macro Indicators","137","Mauritius","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","-1.153513","Fc","Calculated data",""
"MK","Macro Indicators","137","Mauritius","6110","Value US$","22011","Gross National Income","2019","2019","millions","14381.828811","X","International reliable sources",""
"MK","Macro Indicators","137","Mauritius","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","11327.23579","X","International reliable sources",""
"MK","Macro Indicators","137","Mauritius","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","-0.015141","Fc","Calculated data",""
"MK","Macro Indicators","137","Mauritius","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","-0.210674","Fc","Calculated data",""
"MK","Macro Indicators","138","Mexico","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","1268868.331537","X","International reliable sources",""
"MK","Macro Indicators","138","Mexico","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","9946.016618","X","International reliable sources",""
"MK","Macro Indicators","138","Mexico","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","3.805973","Fc","Calculated data",""
"MK","Macro Indicators","138","Mexico","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","2.679234","Fc","Calculated data",""
"MK","Macro Indicators","138","Mexico","6110","Value US$","22011","Gross National Income","2019","2019","millions","1232368.361576","X","International reliable sources",""
"MK","Macro Indicators","138","Mexico","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","9659.911828","X","International reliable sources",""
"MK","Macro Indicators","138","Mexico","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","3.615602","Fc","Calculated data",""
"MK","Macro Indicators","138","Mexico","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","2.490929","Fc","Calculated data",""
"MK","Macro Indicators","145","Micronesia (Federated States of)","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","408.0606","X","International reliable sources",""
"MK","Macro Indicators","145","Micronesia (Federated States of)","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","3585.297193","X","International reliable sources",""
"MK","Macro Indicators","145","Micronesia (Federated States of)","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","1.524715","Fc","Calculated data",""
"MK","Macro Indicators","145","Micronesia (Federated States of)","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","0.476597","Fc","Calculated data",""
"MK","Macro Indicators","145","Micronesia (Federated States of)","6110","Value US$","22011","Gross National Income","2019","2019","millions","455.844483","X","International reliable sources",""
"MK","Macro Indicators","145","Micronesia (Federated States of)","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","4005.135378","X","International reliable sources",""
"MK","Macro Indicators","145","Micronesia (Federated States of)","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","10.588874","Fc","Calculated data",""
"MK","Macro Indicators","145","Micronesia (Federated States of)","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","9.447179","Fc","Calculated data",""
"MK","Macro Indicators","140","Monaco","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","7383.941919","X","International reliable sources",""
"MK","Macro Indicators","140","Monaco","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","189506.773412","X","International reliable sources",""
"MK","Macro Indicators","140","Monaco","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","2.63581","Fc","Calculated data",""
"MK","Macro Indicators","140","Monaco","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","1.892989","Fc","Calculated data",""
"MK","Macro Indicators","140","Monaco","6110","Value US$","22011","Gross National Income","2019","2019","millions","7383.941919","X","International reliable sources",""
"MK","Macro Indicators","140","Monaco","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","189506.773412","X","International reliable sources",""
"MK","Macro Indicators","140","Monaco","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","2.63581","Fc","Calculated data",""
"MK","Macro Indicators","140","Monaco","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","1.892989","Fc","Calculated data",""
"MK","Macro Indicators","141","Mongolia","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","13996.719189","X","International reliable sources",""
"MK","Macro Indicators","141","Mongolia","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","4339.843236","X","International reliable sources",""
